20250204 151000;6023.17;6026.43;6023.17;6025.88;0
20250204 151100;6025.63;6027.85;6025.51;6027.63;0
20250204 151200;6027.74;6028.3;6025.54;6026.44;0
20250204 151300;6026.3;6027.71;6024.14;6024.35;0
20250204 151400;6024.15;6025.76;6024.1;6024.35;0
20250204 151500;6024.34;6026.38;6023.51;6024.18;0
20250204 151600;6024.14;6026.35;6024.14;6025.12;0
20250204 151700;6025.31;6026.82;6023.69;6026.01;0
20250204 151800;6026.35;6026.87;6025.1;6025.39;0
20250204 151900;6025.33;6027.66;6025;6027.66;0
20250204 152000;6027.67;6031.08;6027.27;6031.08;0
20250204 152100;6030.92;6031.2;6028.94;6029.49;0
20250204 152200;6029.41;6030.02;6027.78;6030.02;0
20250204 152300;6030.22;6030.51;6026.58;6026.58;0
20250204 152400;6026.19;6026.76;6025.23;6026.24;0
20250204 152500;6026.28;6027.1;6024.8;6027.1;0
20250204 152600;6027.12;6028.35;6026.39;6027.2;0
20250204 152700;6027.2;6028.2;6026.56;6028.01;0
20250204 152800;6028.05;6029.08;6027.16;6028.17;0
20250204 152900;6028.09;6028.54;6025.88;6026.46;0
20250204 153000;6026.09;6026.7;6024.47;6024.91;0
20250204 153100;6025;6025.2;6021.16;6021.85;0
20250204 153200;6021.78;6027.25;6021.58;6027.25;0
20250204 153300;6027.14;6027.49;6025.26;6026.41;0
20250204 153400;6026.19;6029.14;6026.19;6028.94;0
20250204 153500;6028.9;6029.12;6025.54;6027.61;0
20250204 153600;6027.25;6028.03;6026.54;6027.68;0
20250204 153700;6027.45;6027.59;6024.76;6026.44;0
20250204 153800;6026.36;6028.79;6026.36;6028.44;0
20250204 153900;6028.39;6031.26;6027.9;6031.26;0
20250204 154000;6030.91;6031.27;6029.44;6029.64;0
20250204 154100;6029.72;6032.43;6029.42;6032.28;0
